"id","name","title","year","salary","bonus","stock_awards","option_awards","RSUs","nonequity_incentive_plan_compensation","change_in_pension_value_and_nonqualified_deferred_compensation","securities_underlying_options","all_other","total","remainder","accession","cik","file_date","ind_cik","ind_id"
"338291",,"Norbert Olberz, Chairman Emeritus - Craig L. Levra,","2003","300000.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"19500.00","319500.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950150-03-000730-index.html","892907","2003-06-23",NULL,NULL
"338292",,"Norbert Olberz, Chairman Emeritus - Craig L. Levra,","2002","300000.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"19500.00","319500.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950150-03-000730-index.html","892907","2003-06-23",NULL,NULL
"338293",,"Norbert Olberz, Chairman Emeritus - Craig L. Levra,","2001","300000.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"22000.00","322000.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950150-03-000730-index.html","892907","2003-06-23",NULL,NULL
"338294","Chairman of the Board","President and Chief Executive Officer - Howard K. Kaminsky,","2003","290000.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"15600.00","305600.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950150-03-000730-index.html","892907","2003-06-23","1053867",NULL
"338295","Chairman of the Board","President and Chief Executive Officer - Howard K. Kaminsky,","2002","290000.00",NULL,NULL,NULL,NULL,NULL,NULL,"40000.00","15600.00","345600.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950150-03-000730-index.html","892907","2003-06-23","1053867",NULL
"338296","Chairman of the Board","President and Chief Executive Officer - Howard K. Kaminsky,","2001","275000.00","200000.00",NULL,NULL,NULL,NULL,NULL,"45000.00","137475.00","657475.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950150-03-000730-index.html","892907","2003-06-23","1053867",NULL
"338297","Executive Vice President-","Finance, Chief Financial Officer and Secretary - Dennis D. Trausch,","2003","196000.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"11550.00","207550.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950150-03-000730-index.html","892907","2003-06-23","1053871",NULL
"338298","Executive Vice President-","Finance, Chief Financial Officer and Secretary - Dennis D. Trausch,","2002","196000.00",NULL,NULL,NULL,NULL,NULL,NULL,"23000.00","11550.00","230550.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950150-03-000730-index.html","892907","2003-06-23","1053871",NULL
"338299","Executive Vice President-","Finance, Chief Financial Officer and Secretary - Dennis D. Trausch,","2001","185000.00","74750.00",NULL,NULL,NULL,NULL,NULL,"30000.00","24444.00","314194.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950150-03-000730-index.html","892907","2003-06-23","1053871",NULL
"338300","Executive Vice","President-Growth and Development - Claudia G. Reich,","2003","155000.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"11550.00","166550.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950150-03-000730-index.html","892907","2003-06-23",NULL,NULL
"338301","Executive Vice","President-Growth and Development - Claudia G. Reich,","2002","191000.00",NULL,NULL,NULL,NULL,NULL,NULL,"23000.00","11550.00","225550.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950150-03-000730-index.html","892907","2003-06-23",NULL,NULL
"338302","Executive Vice","President-Growth and Development - Claudia G. Reich,","2001","180000.00","68000.00",NULL,NULL,NULL,NULL,NULL,"20000.00","11550.00","279550.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950150-03-000730-index.html","892907","2003-06-23",NULL,NULL
"338303","Senior Vice President of","Marketing and Advertising -","2003","144000.00",NULL,NULL,NULL,NULL,NULL,NULL,"20000.00","11550.00","175550.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950150-03-000730-index.html","892907","2003-06-23",NULL,NULL
"338304","Senior Vice President of","Marketing and Advertising -","2002","144000.00",NULL,NULL,NULL,NULL,NULL,NULL,"13000.00","11550.00","168550.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950150-03-000730-index.html","892907","2003-06-23",NULL,NULL
"338305","Senior Vice President of","Marketing and Advertising -","2001","120000.00","46000.00",NULL,NULL,NULL,NULL,NULL,NULL,"7200.00","173200.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950150-03-000730-index.html","892907","2003-06-23",NULL,NULL
"563125","Mortimer B. Fuller III","Chairman and Chief Executive Officer","2002","560000.00","119174.00",NULL,"42500.00",NULL,NULL,NULL,NULL,"81045.00","802719.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950152-03-004398-index.html","1012620","2003-04-21","1032793",NULL
"563126","Mortimer B. Fuller III","Chairman and Chief Executive Officer","2001","510000.00","355400.00",NULL,"56250.00",NULL,NULL,NULL,NULL,"169007.00","1090657.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950152-03-004398-index.html","1012620","2003-04-21","1032793",NULL
"563127","Mortimer B. Fuller III","Chairman and Chief Executive Officer","2000","412650.00","292400.00",NULL,"56250.00",NULL,NULL,NULL,NULL,"145975.00","907275.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950152-03-004398-index.html","1012620","2003-04-21","1032793",NULL
"563128","Charles N. Marshall","President and Chief Operating Officer","2002","309000.00","22284.00",NULL,"20000.00",NULL,NULL,NULL,NULL,"51647.00","402931.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950152-03-004398-index.html","1012620","2003-04-21","1241527",NULL
"563129","Charles N. Marshall","President and Chief Operating Officer","2001","294387.00","105400.00",NULL,"22500.00",NULL,NULL,NULL,NULL,"70362.00","492649.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950152-03-004398-index.html","1012620","2003-04-21","1241527",NULL
"563130","Charles N. Marshall","President and Chief Operating Officer","2000","277729.00","143400.00",NULL,"22500.00",NULL,NULL,NULL,NULL,"81122.00","524751.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950152-03-004398-index.html","1012620","2003-04-21","1241527",NULL
"563131","Charles W. Chabot","President-Marketing & Development","2002","314000.00",NULL,NULL,"20000.00",NULL,NULL,NULL,NULL,"11023.00","345023.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950152-03-004398-index.html","1012620","2003-04-21","1241518",NULL
"563132","Charles W. Chabot","President-Marketing & Development","2001","220000.00","110000.00",NULL,NULL,NULL,NULL,NULL,NULL,"139541.00","2022143.00","1552602.00","www.sec.gov/Archives/edgar/data/852254/0000950152-03-004398-index.html","1012620","2003-04-21","1241518",NULL
"563133","Charles W. Chabot","President-Marketing & Development","2000","241635.00","110000.00",NULL,NULL,NULL,NULL,NULL,NULL,"258686.00","610321.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950152-03-004398-index.html","1012620","2003-04-21","1241518",NULL
"563134","Mark W. Hastings","Executive Vice President, Corporate Development","2002","247000.00","37455.00",NULL,"18000.00",NULL,NULL,NULL,NULL,"32006.00","334461.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950152-03-004398-index.html","1012620","2003-04-21","1241522",NULL
"563135","Mark W. Hastings","Executive Vice President, Corporate Development","2001","236021.00","86400.00",NULL,"16875.00",NULL,NULL,NULL,NULL,"48651.00","387947.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950152-03-004398-index.html","1012620","2003-04-21","1241522",NULL
"563136","Mark W. Hastings","Executive Vice President, Corporate Development","2000","220830.00","115400.00",NULL,"16875.00",NULL,NULL,NULL,NULL,"55311.00","408416.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950152-03-004398-index.html","1012620","2003-04-21","1241522",NULL
"563137","John C. Hellmann-","Chief Financial Officer","2002","240000.00","37145.00",NULL,"25000.00",NULL,NULL,NULL,NULL,"12221.00","314366.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950152-03-004398-index.html","1012620","2003-04-21","1241524",NULL
"563138","John C. Hellmann-","Chief Financial Officer","2001","200083.00","100000.00",NULL,"28125.00",NULL,NULL,NULL,NULL,"11271.00","339479.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950152-03-004398-index.html","1012620","2003-04-21","1241524",NULL
"563139","John C. Hellmann-","Chief Financial Officer","2000","137530.00","75000.00",NULL,"61875.00",NULL,NULL,NULL,NULL,"13900.00","288305.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950152-03-004398-index.html","1012620","2003-04-21","1241524",NULL
"462726","Mortimer B. Fuller III","Chairman and Chief Executive Officer","2003","576500.00","192587.00",NULL,"75000.00",NULL,NULL,NULL,NULL,"2955.00","847042.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950152-04-002984-index.html","1012620","2004-04-19","1032793",NULL
"462727","Mortimer B. Fuller III","Chairman and Chief Executive Officer","2002","560000.00","119174.00",NULL,"63750.00",NULL,NULL,NULL,NULL,"81045.00","823969.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950152-04-002984-index.html","1012620","2004-04-19","1032793",NULL
"462728","Mortimer B. Fuller III","Chairman and Chief Executive Officer","2001","510000.00","355400.00",NULL,"84375.00",NULL,NULL,NULL,NULL,"169007.00","1118782.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950152-04-002984-index.html","1012620","2004-04-19","1032793",NULL
"462729","Charles N. Marshall","President and Chief Operating Officer","2003","323772.00","80769.00",NULL,"22500.00",NULL,NULL,NULL,NULL,"2955.00","429996.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950152-04-002984-index.html","1012620","2004-04-19","1241527",NULL
"462730","Charles N. Marshall","President and Chief Operating Officer","2002","309000.00","22284.00",NULL,"30000.00",NULL,NULL,NULL,NULL,"51647.00","412931.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950152-04-002984-index.html","1012620","2004-04-19","1241527",NULL
"462731","Charles N. Marshall","President and Chief Operating Officer","2001","294387.00","105400.00",NULL,"33750.00",NULL,NULL,NULL,NULL,"70362.00","503899.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950152-04-002984-index.html","1012620","2004-04-19","1241527",NULL
"462732","Charles W. Chabot","President-Marketing & Development","2003","302041.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3000.00","305041.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950152-04-002984-index.html","1012620","2004-04-19","1241518",NULL
"462733","Charles W. Chabot","President-Marketing & Development","2002","314000.00",NULL,NULL,"30000.00",NULL,NULL,NULL,NULL,"11023.00","355023.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950152-04-002984-index.html","1012620","2004-04-19","1241518",NULL
"462734","Charles W. Chabot","President-Marketing & Development","2001","220000.00","110000.00",NULL,NULL,NULL,NULL,NULL,NULL,"139541.00","2022143.00","1552602.00","www.sec.gov/Archives/edgar/data/852254/0000950152-04-002984-index.html","1012620","2004-04-19","1241518",NULL
"462735","John C. Hellmann","Chief Financial Officer","2003","280000.00","66812.00",NULL,"45000.00",NULL,NULL,NULL,NULL,"2955.00","394767.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950152-04-002984-index.html","1012620","2004-04-19","1241524",NULL
"462736","John C. Hellmann","Chief Financial Officer","2002","240000.00","37145.00",NULL,"37500.00",NULL,NULL,NULL,NULL,"12221.00","326866.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950152-04-002984-index.html","1012620","2004-04-19","1241524",NULL
"462737","John C. Hellmann","Chief Financial Officer","2001","200083.00","100000.00",NULL,"42188.00",NULL,NULL,NULL,NULL,"11271.00","353542.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950152-04-002984-index.html","1012620","2004-04-19","1241524",NULL
"462738","Robert A. Grossman","Executive Vice President - Government & Industry Affairs","2003","269906.00",NULL,NULL,"7500.00",NULL,NULL,NULL,NULL,"2955.00","280361.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950152-04-002984-index.html","1012620","2004-04-19","1241521",NULL
"462739","Robert A. Grossman","Executive Vice President - Government & Industry Affairs","2002","219862.00","5000.00",NULL,"21000.00",NULL,NULL,NULL,NULL,NULL,"245862.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950152-04-002984-index.html","1012620","2004-04-19","1241521",NULL
"462740","Robert A. Grossman","Executive Vice President - Government & Industry Affairs","2001",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"www.sec.gov/Archives/edgar/data/852254/0000950152-04-002984-index.html","1012620","2004-04-19","1241521",NULL
"462741","Mark W. Hastings","Executive Vice President - Corporate Development","2003","252000.00","60131.00",NULL,"15000.00",NULL,NULL,NULL,NULL,"2955.00","330086.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950152-04-002984-index.html","1012620","2004-04-19","1241522",NULL
"462742","Mark W. Hastings","Executive Vice President - Corporate Development","2002","247000.00","37455.00",NULL,"27000.00",NULL,NULL,NULL,NULL,"32006.00","343461.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950152-04-002984-index.html","1012620","2004-04-19","1241522",NULL
"462743","Mark W. Hastings","Executive Vice President - Corporate Development","2001","236021.00","86400.00",NULL,"25313.00",NULL,NULL,NULL,NULL,"48651.00","396385.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0000950152-04-002984-index.html","1012620","2004-04-19","1241522",NULL
"128281","Carroll C. Markley","Chairman, President and Chief Executive Officer","2003","96730.00",NULL,NULL,NULL,NULL,NULL,NULL,"31688.00","252.00","128670.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0001002105-04-000080-index.html","1158678","2004-04-09","937436",NULL
"128282","Carroll C. Markley","Chairman, President and Chief Executive Officer","2002","175000.00","48300.00",NULL,NULL,NULL,NULL,NULL,NULL,"233.00","223533.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0001002105-04-000080-index.html","1158678","2004-04-09","937436",NULL
"128283","Carroll C. Markley","Chairman, President and Chief Executive Officer","2001","175000.00","45000.00",NULL,NULL,NULL,NULL,NULL,"198396.00",NULL,"418396.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0001002105-04-000080-index.html","1158678","2004-04-09","937436",NULL
"128284","Anita L. Shull","Executive Vice President and Chief Operating Officer","2003","124596.00",NULL,NULL,NULL,NULL,NULL,NULL,"5000.00","12808.00","142404.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0001002105-04-000080-index.html","1158678","2004-04-09","1263240",NULL
"128285","Anita L. Shull","Executive Vice President and Chief Operating Officer","2002","38007.00",NULL,NULL,NULL,NULL,NULL,NULL,"20000.00",NULL,"58007.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0001002105-04-000080-index.html","1158678","2004-04-09","1263240",NULL
"128286","Janet A. Valentine","Executive Vice President and Chief Financial Officer","2003","110423.00",NULL,NULL,NULL,NULL,NULL,NULL,"5000.00","59.00","115482.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0001002105-04-000080-index.html","1158678","2004-04-09","1277538",NULL
"128287","Janet A. Valentine","Executive Vice President and Chief Financial Officer","2002","35534.00",NULL,NULL,NULL,NULL,NULL,NULL,"10000.00",NULL,"45534.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0001002105-04-000080-index.html","1158678","2004-04-09","1277538",NULL
"535066","JoMei Chang Ph.D. Chief Executive Officer",,"2002","328125.00",NULL,NULL,NULL,NULL,NULL,NULL,"1000.00","594.00","329719.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0001012870-03-001934-index.html","1050808","2003-04-22","1106569",NULL
"535067","JoMei Chang Ph.D. Chief Executive Officer",,"2001","350000.00","245000.00",NULL,NULL,NULL,NULL,NULL,"1200000.00","840.00","1795840.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0001012870-03-001934-index.html","1050808","2003-04-22","1106569",NULL
"535068","JoMei Chang Ph.D. Chief Executive Officer",,"2000","275000.00","206250.00",NULL,NULL,NULL,NULL,NULL,NULL,"870.00","482120.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0001012870-03-001934-index.html","1050808","2003-04-22","1106569",NULL
"535069","M. Dale Skeen Ph.D. Chief Technology Officer",,"2002","257813.00",NULL,NULL,NULL,NULL,NULL,NULL,"1000.00","594.00","259407.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0001012870-03-001934-index.html","1050808","2003-04-22","1106571",NULL
"535070","M. Dale Skeen Ph.D. Chief Technology Officer",,"2001","275000.00","157500.00",NULL,NULL,NULL,NULL,NULL,"1000000.00","840.00","1433340.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0001012870-03-001934-index.html","1050808","2003-04-22","1106571",NULL
"535071","M. Dale Skeen Ph.D. Chief Technology Officer",,"2000","230000.00","180000.00",NULL,NULL,NULL,NULL,NULL,NULL,"870.00","410870.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0001012870-03-001934-index.html","1050808","2003-04-22","1106571",NULL
"535072","Gary Velasquez- President and Chief Operating Officer",,"2002","137692.00",NULL,NULL,NULL,NULL,NULL,NULL,"1000000.00","522.00","1138214.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0001012870-03-001934-index.html","1050808","2003-04-22","1245160",NULL
"535073","Gary Velasquez- President and Chief Operating Officer",,"2001",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"www.sec.gov/Archives/edgar/data/852254/0001012870-03-001934-index.html","1050808","2003-04-22","1245160",NULL
"535074","Gary Velasquez- President and Chief Operating Officer",,"2000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"www.sec.gov/Archives/edgar/data/852254/0001012870-03-001934-index.html","1050808","2003-04-22","1245160",NULL
"535075","Frank Yu Senior Vice President Engineering and Services",,"2002","234375.00",NULL,NULL,NULL,NULL,NULL,NULL,"1000.00","594.00","235969.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0001012870-03-001934-index.html","1050808","2003-04-22",NULL,NULL
"535076","Frank Yu Senior Vice President Engineering and Services",,"2001","244583.00","70000.00",NULL,NULL,NULL,NULL,NULL,"200000.00","840.00","515423.00",NULL,"www.sec.gov/Archives/edgar/data/852254/0001012870-03-001934-index.html","1050808","2003-04-22",NULL,NULL
